# 1D z+ on bottom wall (n-projection), 2nd-order FD pipeline
# generated by 12.phase3_compute_zplus_spanavg_2nd.py
# source tau   : 25.Re10595_j257_bottomtauwall_spanavg_2nd.dat
# Re           = 10595
# z_plus(j) = Re * u_tau_local(j) * d_n(j)
TITLE     = "1D z+ on bottom wall (n-projection)"
VARIABLES = "j" "y" "z" "tau_local" "u_tau_local" "dy_step" "dz_step" "n_y" "n_z" "d_n_proj" "z_plus_proj"
ZONE T="bottom_zplus_1d_n-projection", I=257, F=POINT
DT=(SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE)
 222 8.146042981000001e+00 5.633024610000000e-01 1.004834779945502e-03 3.169912900925674e-02 -8.624368000001326e-03 1.077886669999994e-02 -6.266731986654672e-01 7.792821710230459e-01 1.380443892417290e-02 4.636252174340489e+00
 223 8.173096593000000e+00 5.851554486000000e-01 1.057633300414144e-03 3.252127458163569e-02 -8.616376000000869e-03 1.068359499999993e-02 -6.301029526064161e-01 7.765116026928874e-01 1.372513943433928e-02 4.729173903941989e+00
 224 8.199966742999999e+00 6.070640980000001e-01 1.114435653115693e-03 3.338316421664808e-02 -8.619350000000026e-03 1.058808069999995e-02 -6.338033585542434e-01 7.734942163231482e-01 1.365279216196724e-02 4.828919202228620e+00
 225 8.226651761999999e+00 6.290445030000000e-01 1.178407470863581e-03 3.432794009059648e-02 -8.628167999999548e-03 1.049225399999998e-02 -6.378129065347428e-01 7.701913374335649e-01 1.358420005110243e-02 4.940635030621305e+00
 226 8.253151252000000e+00 6.511111831000000e-01 1.250746763314846e-03 3.536589831058793e-02 -8.643397000000164e-03 1.039605069999994e-02 -6.419930937158577e-01 7.667104196638662e-01 1.351976157528825e-02 5.065877545818131e+00
 227 8.279446174000000e+00 6.732560613000000e-01 1.331580291468711e-03 3.649082475731004e-02 -8.642081999999718e-03 1.029950650000000e-02 -6.464465958794665e-01 7.629592378861729e-01 1.344474812005471e-02 5.198012394346179e+00
 228 8.305545454000001e+00 6.954906602000001e-01 1.428663745527216e-03 3.779766851972773e-02 -8.621465000000939e-03 1.020257119999990e-02 -6.502327421560672e-01 7.597350729222665e-01 1.335721000297971e-02 5.349112441054590e+00
 229 8.331458166000001e+00 7.177299508000000e-01 1.542868365188482e-03 3.927936309550452e-02 -8.564322000001567e-03 1.010561560000001e-02 -6.518993139282468e-01 7.583055350581855e-01 1.324621988071197e-02 5.512611136174497e+00
 230 8.357212860000001e+00 7.398633705000000e-01 1.671167199794860e-03 4.087991193477378e-02 -8.484392999999812e-03 1.000912130000009e-02 -6.513255923002305e-01 7.587983742831517e-01 1.312100726647574e-02 5.683005660312240e+00
 231 8.382755672000000e+00 7.617190802000000e-01 1.818349746967317e-03 4.264211236521143e-02 -8.338672000000713e-03 9.913837799999992e-03 -6.485350856661959e-01 7.611847624985276e-01 1.295418363110469e-02 5.852611823599791e+00
 232 8.408087437000001e+00 7.831669358000000e-01 1.985795297485704e-03 4.456226315489042e-02 -8.125429000001461e-03 9.820332800000053e-03 -6.434396509151515e-01 7.654968423384827e-01 1.274565694840986e-02 6.017698504985091e+00
 233 8.433265767000000e+00 8.041375395000000e-01 2.172112550544885e-03 4.660592827682852e-02 -7.888661000000852e-03 9.728907800000020e-03 -6.361253296868916e-01 7.715857469722621e-01 1.252486367150095e-02 6.184650053791146e+00
 234 8.458307947000000e+00 8.245341237000000e-01 2.377997720623908e-03 4.876471798979164e-02 -7.641032000000436e-03 9.639986099999942e-03 -6.264644538926560e-01 7.794499907043274e-01 1.230072201509138e-02 6.355317939248896e+00
 235 8.483160806000001e+00 8.442046857000000e-01 2.602822711350774e-03 5.101786658956619e-02 -7.354633000000277e-03 9.554229000000025e-03 -6.142653828218066e-01 7.890995117643775e-01 1.205693389444414e-02 6.517186280778750e+00
 236 8.507744229000000e+00 8.629816369000000e-01 2.845476883933796e-03 5.334301157540503e-02 -6.953753999999535e-03 9.472368000000064e-03 -5.991723026078201e-01 8.006201045362543e-01 1.175026505431398e-02 6.640887990323257e+00
 237 8.532329474000001e+00 8.809631199000000e-01 3.100771917231940e-03 5.568457521820509e-02 -6.558991000000347e-03 9.393974700000030e-03 -5.808294152722527e-01 8.140253008073477e-01 1.145658798825031e-02 6.759135720924639e+00
 238 8.556958675000001e+00 8.980507636000000e-01 3.366841072998819e-03 5.802448683959918e-02 -6.141233000001023e-03 9.319478300000017e-03 -5.583890611005602e-01 8.295792044423695e-01 1.116044272280229e-02 6.861099101259957e+00
 239 8.581634258999999e+00 9.141056151000000e-01 3.601085138201400e-03 6.000904213700965e-02 -5.718477000000277e-03 9.249484400000063e-03 -5.313719219298538e-01 8.471386430712350e-01 1.087423377772642e-02 6.913792179773076e+00
 240 8.606159471000000e+00 9.288699513999999e-01 3.793672680454343e-03 6.159279730986687e-02 -5.168223000000083e-03 9.185117300000045e-03 -4.991107280993981e-01 8.665382167545115e-01 1.053877071033315e-02 6.877345541679857e+00
 241 8.630732919000000e+00 9.423443604000000e-01 3.867693982467554e-03 6.219078695809818e-02 -4.617352000000352e-03 9.126373399999999e-03 -4.612052076459074e-01 8.872935007314635e-01 1.022731859100292e-02 6.738896686485759e+00
 242 8.655366317000000e+00 9.543945573000000e-01 3.767811381320380e-03 6.138250061149660e-02 -4.056551999999769e-03 9.073838800000011e-03 -4.160614780840126e-01 9.093364869257952e-01 9.938947718367544e-03 6.463770735321480e+00
 243 8.680058619000000e+00 9.648718077000000e-01 3.423161274317707e-03 5.850778815096078e-02 -3.508806000001030e-03 9.028161299999948e-03 -3.635762816039069e-01 9.315644301147811e-01 9.686032574768626e-03 6.004274882513861e+00
 244 8.704624219999999e+00 9.736277155000000e-01 2.856029025234234e-03 5.344182842338231e-02 -2.908194999999836e-03 8.989988499999990e-03 -3.080361927633424e-01 9.513746391132490e-01 9.448676380433087e-03 5.349993371972648e+00
 245 8.729223733000000e+00 9.808419993000000e-01 2.180360916585068e-03 4.669433495173764e-02 -2.366541999998972e-03 8.958536999999933e-03 -2.549208660598207e-01 9.669619186127812e-01 9.265845061690202e-03 4.584058900602937e+00
 246 8.753860373000000e+00 9.866556171000000e-01 1.531477729912182e-03 3.913409932414674e-02 -1.890816999999601e-03 8.933191399999929e-03 -2.048873406893887e-01 9.787855626362857e-01 9.131083237446765e-03 3.785982530931951e+00
 247 8.778503571000000e+00 9.912076104000000e-01 9.862601122036477e-04 3.140477849314731e-02 -1.473109999999167e-03 8.913346599999983e-03 -1.591126650552786e-01 9.872604316080974e-01 9.034184869408001e-03 3.005977108839504e+00
 248 8.803113259000000e+00 9.946411299000000e-01 5.738119998919025e-04 2.395437329365772e-02 -1.094411000000406e-03 8.898377099999966e-03 -1.177604589292505e-01 9.930420304865109e-01 8.965340805035905e-03 2.275372880094391e+00
 249 8.827720892000000e+00 9.971056868000000e-01 2.835553000482761e-04 1.683910033369586e-02 -7.724989999999821e-04 8.887633199999967e-03 -8.332726352522409e-02 9.965222361560216e-01 8.921094338344437e-03 1.591614832074081e+00
 250 8.852337033000000e+00 9.987944262000000e-01 1.037928458201555e-04 1.018787739522593e-02 -5.028389999992555e-04 8.880269800000007e-03 -5.339837548950156e-02 9.985732889953957e-01 8.894451007085217e-03 9.600720315133069e-01
 251 8.876952164000000e+00 9.997359941000000e-01 1.227070914722736e-05 3.502957200313381e-03 -2.802969999997629e-04 8.876164899999872e-03 -2.250313865617030e-02 9.997467723131799e-01 8.880224771550316e-03 3.295791661848568e-01
 252 8.901562751000000e+00 9.999944529000000e-01 9.615475507660735e-05 9.805853102948634e-03 -1.240360000007712e-04 8.875039100000093e-03 -2.911569836988189e-03 9.999957613715592e-01 8.875362621483253e-03 9.220881697671500e-01
 253 8.926172220000000e+00 1.000007403000000e+00 1.451102294664793e-04 1.204617073872354e-02 -4.656800000013561e-05 8.874983000000114e-03 7.702954028852573e-04 9.999997033224522e-01 8.874944495875598e-03 1.132701879473059e+00
 254 8.950781149999999e+00 9.999955997000000e-01 1.532583178457376e-04 1.237975435320659e-02 -1.619199999858267e-05 8.875034300000029e-03 1.568674165929090e-05 9.999999998769631e-01 8.875034044908352e-03 1.164080504627734e+00
 255 8.975390681000000e+00 1.000002018000000e+00 1.365025096796858e-04 1.168342884942968e-02 -5.042999999815834e-06 8.875006000000019e-03 -1.573315300842779e-04 9.999999876233947e-01 8.875006683580478e-03 1.098600944188120e+00
 256 9.000000000000000e+00 9.999996597000000e-01 1.205833493188014e-04 1.098104500121921e-02 -3.192999999512836e-06 8.875016299999983e-03 -5.621194665822772e-09 1.000000000000000e+00 8.875016300017932e-03 1.032556421029854e+00
